ID,Combined_Caption
TEST_303,"a group of people are posing for a picture in front of a mountain on a sunny day with arms in the air as if raising their hands to the sky for a selfie or a group photo in the mountains of the same size as the group of people that are standing on a rocky outcrop near the top of a mountain, holding their hands up in the air and looking at the camera with a wide range of mountains in the background as a clear blue sky can be seen.  a group of people are posing for a picture on a mountain in the mountains, with one of the people holding their arms in the air as if to show a thumbs up for the camera and some of them are wearing goblets and a hoodie over their heads, and some are looking at the camera with a lot of smiles on their faces and the rest of their heads are on their shoulders of their arms and arms are stretched out to the sides of their bodies,.  a group of people are standing on top of a mountain holding up a sign that says mountain topper in the middle of the group and there are mountains in the background with snow on the top of the mountain in the foregountry person is wearing a blue hoodie and holding their arms in the air as they are raised their hands in the air with both hands in the air and the sky is a deep blue in the background and the sun is shining on the mountain tops.  a group of people are standing on top of a mountain in the middle of the day with arms in the air as if raising their hands to the sky and a mountain in the background with snow capped mountains in the foregountment on the farthest side of the image, a man in a khaki jacket and a pair of sun shades is standing on the top of the mountain with his arms raised above his head and holding a sign that says.  a group of people are standing on top of a mountain in the middle of the day, holding up their arms in the air as they are standing on a rocky peak with mountains in the background of the photo on a sunny day."
TEST_304,"a group of people are sitting around a table in a boardroom at a business meeting or workday with laptops on the table, papers and papers on the table as part of a white board that is hanging on the wall in the background and a man in a white shirt and blue suit is leaning his head on the back of the chair with his hands resting on a coffee mug of coffee in his right hand as he looks at the laptop that is turned on in the same direction of the man ' s left.  a group of people are sitting around a table looking at a white board that is hanging on a wall with a yellow post it notes pinned to it and attached to the wall in the background is a large pane of windows that are partially open to the outside as if it ' s a sunny day.  a group of people are sitting around a table looking at a white board that is hanging on a wall with a yellow post it notes pinned to it and attached to the wall in the middle of the room is a man in a blue jacket and a woman in a white shirt sitting at the table with a coffee mug in front of them on their lap as they are looking at the laptop that they are working on and looking at each other in the same direction.  a group of people are sitting around a table looking at a white board that is hanging on a wall with a yellow post it notes pinned to it and attached to the wall in the middle of the room is a man in a blue suit and a woman in a white shirt sitting at the table with a coffee mug in front of them on the table are three other people who are sitting in a meeting room looking at the same person and a white board with a note on it in their left.  a group of people are sitting around a table looking at each other in a boardroom on a sunny day with a white board in the background of the room, and there is a laptop on the table with papers on it in front of them as well as a coffee cup in a gray cup and a cup of coffee on the other side of the table, the man and woman are sitting in front of a white boardroom that has sticky notes on the wall and a yellow sticker attached to the board with."
TEST_305,"a fountain of water is lit up in the night on a cityscape of skyscrapers, with a reflection in the water of the fountain of water and its lights turned on as if it was shooting up from the fountain to the right and the water is reflecting off of the water in the foreground of the fountain, which appears to be a dark blue or cloudy night in the city of the same light and the reflection of the fountain is a bit blurry in the background, but.  a fountain of water is lit up in the night, with skyscrapers in the background as well as a few palm trees, and a blue sky over the city of chicago at night in the foregource of the image is reflecting off the water in the foreground and the fountain is a light that looks like it is shooting up from the ground to the ground in the air as if it were in mid - air, but not a real image to be in the photo of the fountain of water and its.  a picture of a city at night in the middle of the picture there is a fountain of water in the foreground and a tall burjong tower in the background that is lit up in the dark sky and reflecting off of the water in the foreground, the water is reflecting the light of the building across the street from the fountain of water is a reflection of the fountain in the water and buildings are in the background as well as skyscrapers on the other.  a picture of a city at night in the middle of the picture there is a fountain of water in the foreground and the top of the building in the background that is lit up with lights and a lot of people can be seen looking at the water and it looks like they are playing in the dark, but the sky is a dark blue with a little bit of light in the middle of the image as well as the city ' s tallest building, and the bur.  a picture of a city at night in the united states of america is lit up in all the colors of the world ' s tallest building, burj al mina tower as the fountain of water and a cityscape in the foreground with skyscrapers towering over the city of bur alumitan, the tallest building is illuminated in the dark and the water fountains are reflecting off the water in the foreground of the fountain and the buildings are reflected in the water as well as one of the fountain ' s."
TEST_306,"a balcony with lights on it at night in the city of san francisco, a view of the bay bridge from the balconies of a hotel or a nearby building is in the foreground, as the sun goes down on the bay bridge and there are red flowers in the foreground, and a candle lit lantern on the balcony in the foreground is also lit with red poinsettion flowers and green palm trees, and other greenery in the background of the bay.  a balcony with lights on the top of it is lit up in the dark and there are plants on the balcony, and a table with a bunch of candles on it in the foreground of the photo on the balcony, and across the balcony is a row of potted succliffly plants with green palm trees, and other greenery in the background of the city at night as well as a cityscape in the distance.  a cityscape at night with lights on the top of the buildings in the distance is lit up and there are plants in the foreground and a row of red flowers with green leaves on the bottom of the planter in the foreground is a yellow fence that leads to the city of a few light trails in the sky over the city on a clear, blue night, and the moon is shining in the sky above the city and across the river in the distance.  a crescent is shining in the sky above a balcony at night in a city with lights strung from the balconies and a row of potted plants in the foreground, with pink peoni and red carnations on the left of the patio on a sunny, clear, blue night over the city of a few light years ago is in the distance, there ' s a bench to the left of the balcony, and a few candles are lit in the foreground to the right.  a crescent is visible in the night sky above a body of water in the foreground of a city at night ' s edge with buildings in the foreground, and a light traffic light on the other side of the street in the foreground is the silhouette of a person in a red and white striped shirt, and an american flag flying in the air over the city of the same size as the crescent of a star is in the sky and the crescent of the moon is."
TEST_307,"a man is looking at clothes that are hanging on a clothes rack in a hotel room with a window on the right, and an apartment building in the background on the other side of the window in the same building as well as a white and blue building with balconies on the second floor of the building, and the windowsilling is a light grey color and there are a few red and blue pegs in the upper part of the hanger, as well as a blue tooth.  a man is looking at clothes that are hanging on a hanger in a closet on a white door behind him and the door is a white with blue handle, and there are a bunch of clothes hanging on the door and one of the hangers is a blue and white one with a blue handle on the door in the other room, and a window with a white door behind the man and a white door with a blue handle on the door in the background of the room.  a man is standing in a room looking at a bunch of t shirts that are hanging on a clothes rack in the closet of his home and has his hand on the hanger that is holding a small pot with something in it and he is trying to put them in the window that is on a shelf with clothes hanging on it, as well as a flower pot that looks like a small plant in a brown pot and a white flower pot with yellow flowers is also on the window sill.  a man is standing outside of a apartment building looking at a bunch of clothes hanging on a clothes rack that is hanging on a balcony in front of him and the clothes are hanging on a white hanger over his head on the balcony of the apartment building on a cloudy day.  a man is standing outside of a apartment building looking at a bunch of clothes hanging on a clothes rack that is hanging on a window sill and the clothes are hanging on a white hanger in the window of the apartment building in the foreground is a potted plant with a green plant on the ledge of the window in the foreground, and an apartment building across the street from the man on the other side of the window is a white one story building with balconies on the second."
TEST_308,"a man and woman are looking at cars in a showroom that has lots of cars on display in the foreground as they look to be buying a new or used car for sale and the sales are in full swing and it ' s a sunny day.  a man and woman are looking at cars that are on display in a showroom on a sunny day in the car showroom, one of the women is holding a credit card in her hand and the other woman is looking at the man in the foreground with a blue button down shirt and tan long sleeved shirt, both are wearing blue and white clothes with a black leather belt around the waist and the car has a blue tint on the front and silver trim around.  a man in a blue jacket is looking at a car that is blue in color and has a cell phone in his hand as he stands in a showroom with other people looking at the cars on the show floor, and a woman and man are standing next to each other in the foreground of the image with a blue and white checkered shirt and blue jean jacket over their shoulders and a pair of dark colored glasses, and a white t - shirt is in the fore.  a man in a blue jean jacket is holding a wallet in his right hand as he stands next to a blue sports car that is parked in a showroom on a sunny day in the united states of america car show at a dealership with white columns in the foreground, and a window on the far side of the showroom is reflecting off the blue of the car ' s interior in the background as if it was in a showroom, there is another car in the showroom, and a silver.  a man in a blue jean jacket is looking at a car in a showroom, he is standing next to a woman in a blue and white checkered shirt and blue jean jacket that is holding a cell phone in his hand as they are checking out the new cars for sale and the sales are in the foreground of the room with a lot of people in the background looking at the new cars on display at a car showroom."
TEST_309,"a man driving a tractor on a dirt road with mountains in the background of the photo in the foreground, a blue sky can be seen in the background as the sun shines on the horizon and is reflecting off of the front of the tractor ' s headlams in the foreground and the headlights are reflecting off of the front of the tractor, which is a red and yellow stripe and a white t - shirt and black pants are tucked in the front of the tractor.  a tractor is driving down a dirt road that has a patch of grass on the side of it and the wheels are bright yellow in color as it is turning the corner on the road to make it look like a country road.  a tractor is driving down a dirt road that has a yellow line on the front, and a man in the driver ' s seat on the front of the tractor looking at the camera and a mountain in the distance as if it is a beautiful blue sky with no clouds in the sky and a bright sunlit green field of grass on the other side of the road, the grass is trimmed in a light green and there are mountains off in the distance in the distance.  a tractor is driving down a dirt road that is bordered by green grass in a rural area on a sunny day with blue sky in the background.  a tractor is driving down a dirt road that is surrounded by green grass on a sunny day in the middle of a rural area with mountains in the distance."
TEST_310,"a man is looking down at a street that has buildings on both sides of the street in the distance and a street light is in the distance on the other side of the street with the sun setting behind the man, as if it is going down to a foggy orange and yellow color in the air and there ' s a single street light to the right of the man with a blue hoodie over his head, and earplugs in the air as he looks to the street.  a man is standing outside on a foggy day in the middle of the day, looking at a street that has cars driving on it in the distance as the sun goes down and the trees are silhouetted against the fog that is in the distance on the right of the man with his back to the camera and facing the street with no cars on it, he is wearing a hoodie, and a pair of black sweatpants on his left leg as he stands.  a man wearing a blue hoodie is standing on a street looking at a street that has cars parked on either side of it in the distance as the sun sets on a hazy day in the distance is the sun going down and the trees are silhouetted by the setting sun in the distance of the street and a street light can be seen across the street from the man with headphones on the hoodie and the man is facing the street in the opposite where he is walking in a row of houses.  a man wearing a blue hoodie is walking down a street at sunset in the middle of a foggy neighborhood with a street light in the background on either side of the street, there ' s a row of houses on the far side of the street, and the sun peeking through the clouds in the sky over the trees, as the sun goes down to the horizon and sets in the distance on the horizon in the distance.  a man wearing a blue hoodie is walking down a street at sunset in the middle of the day, with headphones around his ears in the shape of a cross and a street light on the far end of the street is a row of houses, and the sun is setting behind the man in the distance as the sun goes down on the street, and trees can be seen in the distance, with no cars on the road in the foreground of the image."
TEST_311,"a bunch of people are shopping in a mall of some sort and it looks like they are going to buy some clothes and some of them are looking at their own clothes as a woman in a blue shirt is standing on the right of the other two of them with a hand in her other hand, she is holding a shopping bag and the other one is wearing a black and white t - shirt and blue jeans with a blue light in the back that shows a green light above.  people are shopping in a clothing store with lots of clothes on hangers, one of which is hanging on a clothes rack in the foreground and a woman with a blue shirt looking at her cell phone, and another woman in a white shirt is walking with a black handbag in her hand as she shops in the background on a busy shopping mall of a large variety of people in the background.  people are shopping in a clothing store with lots of clothes on racks, one of the women is looking at a t - shirt that is hanging on a rack and the other is wearing a blue and white shirt with a black stripe on it, and a black crossbody bag in the foreground of the photo as well as a woman with long hair, and a white purse on her shoulder is standing in the foreground of the photo, and she is holding a shopping bag in her right.  people are shopping in a mall with white tile on the floor, and there are a lot of clothes on hangers in the foreground of the photo, and a green sign hanging from the ceiling that says the dollar.  people are shopping in a mall with white tile on the floor, and there are a lot of clothes on hangers in the foreground of the photo, and a man in a blue shirt is looking at his cell phone with a green light hanging from the ceiling of the mall in the background on the second floor of the mall is a row of people in the store, all dressed in black and one of the women has a white t - shirt and black pants with a blue and white."
TEST_312,"a man in a yellow shirt and blue shorts is standing on a balcony looking at water slides at a water park and has his hand on the railing in order to take a picture as he looks at the water from the top of the water park, there are palm trees in the background, and a lot of sun shining on the water in the distance as if it is a bright sunny day with a blue sky in the upper right of the image.  a man is flying a kite in the blue sky with a bright sun behind the blue sky on a sunny day.  a man is looking out over a pool of water at a water park that has a lot of people on it as they are enjoying the sunny, there ' s sun shining in the background of the water park on a clear day and the water is reflecting off the blue water on the water in the foreground, there are palm trees in the foreground and blue umbrellas lining the water in the pool of the water park in the sun peeking over the water and into the blue water, with one person in the.  a man is looking up at the sky in a yellow t - shirt with a red and white tag in his pocket, and he has a red lanyard around his neck that is holding a red and white heart on the other end of the lanyard as if he is trying to keep the sun from coming out of the blue sky and a life guard tower can be seen in the far distance on the beach, with no people in the photo as well as the sun peeking through the clear blue sky.  a man wearing a yellow shirt and black pants is standing on a balcony looking at a water park that has a swimming pool in the background on a sunny day in a blue sky and sunbursting water park is in the far distance."
TEST_313,"a group of people are posing for a picture in front of a mountain on a sunny day with arms in the air as if raising their hands to the sky for a selfie or a group photo in the mountains of the same size as the group of people that are standing on a rocky outcrop near the top of a mountain, holding their hands up in the air and looking at the camera with a wide range of mountains in the background as a clear blue sky can be seen.  a group of people are posing for a picture on a mountain in the mountains, with one of the people holding their arms in the air as if to show a thumbs up for the camera and some of them are wearing goblets and a hoodie over their heads, and some are looking at the camera with a lot of smiles on their faces and the rest of their heads are on their shoulders of their arms and arms are stretched out to the sides of their bodies,.  a group of people are standing on top of a mountain holding up a sign that says mountain topper in the middle of the group and there are mountains in the background with snow on the top of the mountain in the foregountry person is wearing a blue hoodie and holding their arms in the air as they are raised their hands in the air with both hands in the air and the sky is a deep blue in the background and the sun is shining on the mountain tops.  a group of people are standing on top of a mountain in the middle of the day with arms in the air as if raising their hands to the sky and a mountain in the background with snow capped mountains in the foregountment on the farthest side of the image, a man in a khaki jacket and a pair of sun shades is standing on the top of the mountain with his arms raised above his head and holding a sign that says.  a group of people are standing on top of a mountain in the middle of the day, holding up their arms in the air as they are standing on a rocky peak with mountains in the background of the photo on a sunny day."
TEST_314,"a bowl is filled with food that looks like a bibimbah, carrots, broccoli, and a fried egg on top of a rice bowl in the center of the bowl is a white bowl with chopsticks on the side of the bowl as well as a wooden chopstick that is sticking out of the bowl, and there ' s no one in the bowl or a white plate of food in the background that is sitting on a white table.  a bowl is filled with food that looks like a rice dish, carrots, lettuce, ground meat, and a fried egg on top of the rice in the bowl is a bright orange and green color with sesame seeds on top of the eggs, and a white sauce is sprinkled on top of the carrots and shredded carrots as well as the grounding of the rice is also mixed in with the meat to make it look like they are about to have a lot of seasoning on the top.  a plate of food is on a table and looks like it is made of white ceramic with a circular rim, and the table is a white table top that makes it appear to be in someone ' s dining or a restaurant as they are having a meal on a white plate with a fried egg on top of some type of noodles that are piled high in the center with chopped carrots and spinach as well as a pile of brown and white noodles on the other.  a plate of food is on a table with a white table under it on the table is a fried egg with sesame seeds on top of it, carrots, lettuce, broccoli, and other veggies in the foreground of the plate as well as a pile of brown beans on the side of the plate, and another food that looks like it is sitting on a white plate in the background is blurry and there is a light reflecting off of the food on the plate.  a plate of food is on a white table with a white table under it."
TEST_315,"a wall covered in graffiti is in the foreground of a concrete wall with graffiti on it, and the words graffiti written in white, black, and blue letters are all over the wall in the foreground and there ' s a pile of trash on the ground next to the wall that has been thrown onto the ground and it appears to be an area where the wall is covered in graffiti and is almost completely in the way to make it look like it ' s going down.  a wall covered in graffiti is in the foreground of a parking garage, with lots of debris on the ground in front of the garage and a lot of trash scattereded on the ground near the parking garage on a dark day as if it was taken in a dark and overcast sky to the right there is a concrete wall with graffiti all over it in various colors and the words peace, joy, peace, peace, peace, peace, peace, peace, peace on the right of the concrete.  a wall covered in graffiti is in the foreground of a parking garage, with lots of trash scattered on the ground in the foreground as part of the garage is covered in lots of graffiti, which appears to be under a cement wall and the garage is mostly empty of a bunch of trash or debris, as if it may have been taken a long time to clear the concrete or a few minutes after it was taken down to reveal what looks like a trashy, but it is a dark.  a wall covered in graffiti is in the foreground of this urban area of a concrete building on a city street with no people in sight as many graffitis are on the walls, some of which have been vandalized in the last few days of the building is a light brown and there are a few yellow signs on the concrete wall with the words 80 percent below, graffiti, rac, rap, and a red and blue graffiti all over the entire wall of the wall.  a wall covered in graffiti is in the middle of a run down parking garage, with lots of trash all over the concrete on the ground as a part of the parking garage is covered in graffiti, and there ' s a lot of trash scattered about in the parking garage, all of which is covered in blue, yellow, red, and green graffiti, and the word joe griz is written in white on the side of the garage and has been vandalized, white, blue."
TEST_316,"a man is squatting on a barbell in a gym with a bunch of people watching him and the bars are very high in the air as he prepares to lift his barbell to the ground and his body is a lot of muscle, and he is wearing a tank top that says teamwork on the side and a lot of kneel to the side of his knees with red and black on the bottom, and white on the upper and black on.  a man is squatting on a barbell in a gym with a bunch of people watching him from the back as he prepares to lift his barbell to the next squat of the barbell and his arm is in the air, and his legs are stretched out to his knees as if he ' s holding a weight bar in his right hand, and he is about to do a deadlift in the same position as he squats on the same barbell, and the other half of his body.  a man is squatting on a barbell in a gym with red and white stripes on his arms, and a black tank top with white writing on the bottom and a pair of white tennis shoes with red and black on the bottom of the barbells is sitting on a brown rubber floor and there are people standing behind the barbells looking in the distance as they lift their arms and hold the barbells in their hands with their hands on their hips, and the rest of.  a man is squatting with a barbell in his hands as he prepares to lift at a crossfit competition on a black gym floor with people looking on in the background and a man in t - shirt and black shorts is sitting on the floor looking at the barbell, which is in the foreground of the photo as the light shines on his face and there are spotlights in the ceiling over the man with the barbells and a red banner on.  a man is squatting with a barbell in his hands as he prepares to lift at a crossfit competition on a black gym floor with people looking on in the background and a man in t - shirt and black shorts is sitting on the floor looking at the barbell, which is in the shape of a rectangle with red and white stripes on the sides and a black and white line running down the center of the center of the barbell and there are lights on the ceiling of the gym."
TEST_317,"a table is filled with white bowls on which are different types of food in the same white and light colored bowls and a wooden utensulan is on the table as well as chopsticks and other food in each of the bowls, all arranged in a single square and one on the opposite side of the white table as the rest of the table and in the same white bowl, there is a white tablecloth with a brown and white chair at the top of the table, and a.  a table is white in color, with a lot of food in the middle of it as well as white bowls with different types of food in them, all arranged in a circle on the table with chopsticks, and a wooden utensils on each side of the bowls as well as a white coffee cup with saucer in the middle of the bowl on the table, and another bowl with meat in the middle of the bowl on the other side of the bowl with a brown chopstick sticking out of its.  a table is white in color, with a lot of food in the middle of it as well as white bowls with different types of food in them, as broccoli and other foods on each of the bowls and one is a brown chopstick in the middle of the bowl and there are a couple of wooden spoons sticking out of the bowl to the side of the bowl that is sitting on the table in a different position as if it is in the middle of a soup.  a table is white in color, with a lot of food in the top of it as well as the middle of the table, including kimchi, broccoli, and a couple of other small white bowls that are arranged on the table to make a table that looks like a very well done meal or a very good dinner to be eaten as it is served on a hot dog or to a special occasion for the whole family or a special dinner of the family to be seated for a meal.  a table is white in color, with a lot of food in the top of it as well as white bowls on the table, which are sitting on a white table, and the table is made of wood and has a light brown liquid in the middle of it and green broccoli in the middle of the bowls and a white coffee cup with a white cup on the top of it in the middle of the table is a white table that appears to be in a dim light."
TEST_318,"a pathway is surrounded by trees that have yellow and orange leaves on them in the fall or early fall.  a pathway leads to a park with lots of yellow and orange leaves on the ground, and trees with green leaves all along the path are turning in a different direction as they are turning their leaves to orange and yellow in the fall on a sunny day.  a picture of trees that are turning yellow and orange in the fall or fall, with a mountain in the background of the trees and the sky is blue and there ' s no clouds in the sky as far as the trees can be.  a road is surrounded by trees that are turning yellow and orange in the fall or fall of the season on a sunny day.  a road is surrounded by trees that are turning yellow and orange in the fall or fall with leaves covering the road as far as the eye can see, there ' s a bench in the distance, and the sun shining through the trees and leaves scattered all over the road to the right of the road on either side as you can see the trees in the distance, and a mountain in the distance with blue sky in the far."
TEST_319,"a sea turtle is swimming in the water with its eyes wide open as it swims above a coral reef and looks to be in a swimming pool or a tropical setting on a sunny day.  a sea turtle swims underwater in a blue ocean with pink coral under the water, and a sunburst is shining from the top of the sea star in the background as it reflects the blue sky over the sea and the bottom of the sea anemons are in the foreground of the image with the sunbursting on the water and the bottom of the sea coral is a deep blue, and there are small fish swimming in the water under the sea.  a sea turtle swims underwater in a blue ocean with sunburst coming from its back, which is reflected off the water ' s surface as it is about to go under the sea floor and its corals are vibrant, but it is hard to tell what they are in the picture, and the colors of the coral are different shades of pink and orange in the coral, as well as the deep blue water and the sun shining through the sea.  a turtle is swimming in the water with its eyes above the sea anemons, and a variety of corals on the bottom of the sea, as seen from the underwater camera on a sunny day.  a turtle is swimming in the water with its eyes wide open as it swims above a coral reef and looks to be in a good mood, but the sun is low to the ground and the water is a deep blue, with a lot of sunlight coming from the ocean ' s surface on the bottom of the sea floor to the bottom of the coral reef there are a few corals in the bottom of the coral reef, and some of them are bright orange and some are yellow as."
TEST_320,"a woman in hanbok is smiling at the camera with a pink dress around her waist on a sunny day in the city, she is looking to the left and has blonde hair in a pony tail that is pulled back in a ponytail and a white and purple ribbon around her neck with a dark purple ribbon in the middle of the skirt and a blue and white shirt under the collar in the back, and a pink and white long sleeved top with a floral pattern on the front of the top and.  a woman is smiling with a white and pink hanbok in her hands as she looks to be getting ready to go to a dance in the middle of the day on a sunny day.  a woman is smiling with a white and pink hanbok in her hands on a sunny day.  a woman is smiling with a white and pink hanbok in her hands, and she is standing on a stone step that is surrounded by a large building with people walking in the background and a man in a blue shirt is standing in the background of the photo with his arms folded over his chest as he looks to the right and a pair of sunglasses on his head, and a yellow and black bag in his other hand is holding the same item as he is wearing a pink and white kimono.  a woman is smiling with a white and pink hanbok in her hands, and she is standing on a stone step that is surrounded by a large stone wall and the sky is a bright blue as it can be seen on a sunny day."
TEST_321,"a dog is looking out a window at a snow covered street in the snow - covered area of a residential neighborhood with no people on the street or in the neighborhood, as it snowed on the ground and trees can be seen from the window in the foreground of the photo of the dog ' s head, and eyes are visible in the snowing scene of an apartment building across the street from the snowing dog is a dark brown and it appears to be a cold, but.  a man is sitting at a table looking out the window at a snow covered park in the winter on a cold day.  a man is sitting at a table looking out the window on a snowy day and has a cup of coffee in his hand as he is looking out at the snow that is falling from the window over his head.  a man is sitting at a table looking out the window on a snowy day at a coffee shop with a cup of coffee in his hand, and a piece of cake on the other side of the table with a white frosting icing on the top of it, as well as a wooden fence and a black railing on the other side of the window is snowing in the area and it is a dark winter day, as the trees outside look overcast with no leaves on the branches.  a man is sitting at a table looking out the window on a snowy day at a coffee shop with a wooden fence in the foregount, and snow falling from the window on the other side of the window as he watches the snowing outside on his feet and his hat is in his cap and a hoodie over his head, and in his hoodie he is resting on his head and a cup of coffee in his left hand is on the table, and there is a white coffee cup on the other."
TEST_322,"a man is surfing in the water at a beach with blue and red umbrellas in the background, and people on the beach in the background looking at the man with long hair and wetsuit in the foreground of the photo as he surfs on a white surfboard with black on the bottom of the surfboard and a red and white striped t - shirt with a black stripe on the front and black on the back, and a blue and white stripe on.  a man is surfing on a surfboard in the ocean with a green and white surfboard under his left arm, and the water is splashing all around him as he tries to stay on the surf and looks like he has lost control of his surf and is about to fall into the water and his surfboard is almost as far behind him as he can be heading towards the shore with his arms stretched out to his sides and his right hand reaching out towards the surf.  a man is surfing on a surfboard in the ocean with a red and white striped shirt and black wetsuit, his arms are stretched out as he rides a wave on the beach as people can be seen in the background of the photo, a beach is surrounded by sand and people can be seen on the far side of the beach as well as a group of young adults walking along the beach to the right of the surfboard.  a man is surfing on a surfboard in the ocean, he is wearing a red and white striped wet suit and orange flippers with his feet on the surfboad as he rides a wave with a blue sky in the background on a sunny day.  a man with blond hair and a red and white striped shirt is surfing in the ocean on a surfboard with a white and blue stripe on the top, and black and white on the bottom with a red and white stripe on the bottom and white and blue stripes on the bottom of the surfboard in the ocean under multicolored umbrellas on the beach in san clemento, sano, brazil is a beach with lots of people on the sand, and a group of."
TEST_323,"a boy is holding a frisbee in his hand as he walks on a grassy field with his mother and dad in the foreground, and a woman and son are walking towards the frisbee in the distance.  a child is running in a field with her father and grandparents at a park in the background as they fly a kite on a sunny day with a blue sky in the background.  a child is running in a field with her parents at a park in the background, holding a kite in the air as they are trying to fly it with a happy smile and looking towards the camera with their arms outstretched in the air.  a girl is running in a field with her father, flying a kite in the background of the photo on a sunny day.  a girl is running on a field with her arms outstretched in the air, she is wearing a yellow t - shirt and blue shorts and a white tank top with a short sleeve and black and white socks in the back of her is a man in a black shirt and blue shorts, and a man in a white shirt are walking behind the girl on the field in the background and another man and woman can be seen in the distance on the other side of the grassy field, there is a tree in the background."
TEST_324,"a man in a white shirt and a black vest is pouring a drink into a glass on a bar in a bar with a man in a white shirt, and a black waister are standing behind the bar at the bar, preparing to serve an orange and green drink to a person who is holding a glass of orange juice in their hand and another person standing behind the bar pouring a liquid into a glass that is filled with an apple.  a man is pouring drinks into a shaker at a bar in a white shirt and black waistcoat, and a blue tie with a white and black neck and a black pince under the collar is the center of the man ' s hair in a pomphono hairstyle and he is wearing a sleeveless white button down shirt with a black vest over his waist and a black waistcoat over his black waist, which is rolled to the waist and has a black and white stripe at the bottom of.  a man is sitting at a bar pouring a drink in a drink dispenser on his right hand and looking at the camera with a concerned on his face as he pours an orange drink to a man in a white shirt with a black collared shirt and white long sleeved shirt with the word bar in the upper right of the image, and a row of glasses behind the bar, all lined up on glass shelves with alcohol bottles in them and filled with lime, orange and lemonade.  a man is sitting at a bar pouring a drink on his drink being poured with a grenal shaker in the middle of the drink and he is wearing a button down white shirt with a black stripe on the left arm, and a pair of glasses of orange juice are in the foreground of the man ' s arm on the bar with bottles in the back of the bar behind him, and a bar counter to the right of him on the other side of the bar there is a green bottle of alcohol.  two men are sitting at a bar in a bar that has shelves of liquor on the back of it, and there are bottles behind the bar that are lined with orange and yellow cocktails in different sizes, as well as lemons, limes and orange juice on the bar in the foreground of the photo."
TEST_325,"a man in a blue and white jersey is playing basketball on a basketball court in a gym and people are sitting in the back of the court watching the game, all of them looking at the ball in the same direction as they are looking at each other on the other side of the basketball court is surrounded by a wall that is made of wood paneling and the walls are painted a light brown color in the back of the room, there is a net hanging from the ceiling and there ' s a basketball.  a man in a blue and white jersey is sitting in a wheelchair playing basketball with a red and yellow basketball ball.  a man in a blue and white jersey is sitting in a wheelchair playing basketball with a red basketball ball.  a man in a blue and white jersey is sitting in a wheelchair playing basketball with another man in a yellow and black uniform, who is holding a basketball ball in his hand and looking at the basketball on the other side of the man ' s body with a white number 13 on his sleeve and black shorts with white and red on the bottom in a blue and white design on the front of the jersey is the name mersing sports and some people are sitting in the bleachers of the basketball.  a man in a blue and white shirt is sitting in a wheel chair playing basketball on a basketball court in a gym with people sitting in chairs behind the man and a man in a wheelchair that is reaching for the basketball that is in the air with his right hand, as if he is about to grab a ball from the other wheel chair and he is trying to get the ball from the man in the wheelchair with the red and yellow basketball."
TEST_326,"a woman is sitting on a bench in a gym with dumbbles in her hands, and a pink sports bra and hot pink leggings is visible as she squats on the barbells in the foreground of a weight room with rows of dumbbles hanging from the ceiling of the room as a mirror reflects the women bodybuilder and weight rack in the background, and a red kettlebell sits on the floor of the gym with black and red dumbbells in.  a woman is sitting on a bench in a gym with dumbbles in her hands, and a pink sports bra under her left arm with pink and black writing on the bottom in the upper part of the body and her arms are in the air as she squats on the dumbbles in the middle of the gym and looks at the camera with a wide open window looking into the weight room of the room, which is full of weight lifting dumbbells and a pair of.  a woman is sitting on a bench in a gym with dumbbles in her hands, and wearing a pink sports bra with neon pink running on the bottom and a pair of pink tennis shoes with a pink sole, and her hair in loose curls and long brown hair is styled to the side of her face, she is looking at the camera and has a slight amount of her arms and shoulders as she squats on the weight of the bench in the gym.  a woman is sitting on a bench in a gym with pink leggings and a pink sports bra top, and pink tennis shoes with white laces on the bottom of the legs is squatting on the dumbbles and looking at the camera in a gym exercise room as she squats with her arms stretched out and a pair of blue and red kettlebells in the foreground of the photo, and a row of weight benches on the far side of the bodybuilder in the background of.  a woman is squatting on a bench in a gym with dumbbels in her hands, and a pink sports bra under her left arm with a heart on the front in red and black on the back of the bra and pink legging in the middle of the body and a pair of red wristbands are visible as she squats in the foreground of the photo and looks at the weight of her dumbbels in the background of the room and a row of weights are on."
