ID,Question_1,Combined_Answer_1,Question_2,Combined_Answer_2,Question_3,Combined_Answer_3,Question_4,Combined_Answer_4,Question_5,Combined_Answer_5,Question_6,Combined_Answer_6
TEST_382,What can you see in the image?,woman,What is the image that contains?,"weight, woman",Who is the person in the image?,"athlete, woman",What does the image contain?,"exercise, woman",Where is the image located?,"gym, gymnasium, in gym",Where does the image appear?,"gym, gymnasium"
TEST_383,What can you see in the image?,"building, group of people, people, people riding bikes, trees",What is the image that contains?,"bicyclists, people, people riding bikes, street, tree",Who is the person in the image?,"cyclist, no one",What does the image contain?,"bicyclists, building, people, street",Where is the image located?,"city, park, street",Where does the image appear?,"bike lane, city, on street, outside, park"
TEST_384,What can you see in the image?,water slide,What is the image that contains?,"pool, water, water slide",Who is the person in the image?,"children, swimmers, visitors",What does the image contain?,water,Where is the image located?,"pool, water",Where does the image appear?,"pool, water park"
TEST_385,What can you see in the image?,"barista, man, man ' s face, man ' s hand, shelves",What is the image that contains?,"barista, blender, food",Who is the person in the image?,"barista, chef",What does the image contain?,"barista, man, man ' s face",Where is the image located?,"coffee, in kitchen, kitchen",Where does the image appear?,"in kitchen, kitchen"
TEST_386,What can you see in the image?,"bench, buildings, people",What is the image that contains?,"bench, city, people",Who is the person in the image?,pedestrians,What does the image contain?,"bench, city, park, people",Where is the image located?,city,Where does the image appear?,city
TEST_387,What can you see in the image?,"boats, people, river, trees",What is the image that contains?,"cherry blossoms, flowers, people, river",Who is the person in the image?,"family, group of people, no one, pedestrians",What does the image contain?,"cherry blossoms, flowers, people",Where is the image located?,"park, river",Where does the image appear?,"in park, lake, park, river"
TEST_388,What can you see in the image?,"couch, man",What is the image that contains?,"couch, living room",Who is the person in the image?,man,What does the image contain?,"couch, living room, man",Where is the image located?,living room,Where does the image appear?,living room
TEST_389,What can you see in the image?,"apples, fruit, fruits",What is the image that contains?,"apples, fruit, fruits, pile",Who is the person in the image?,"no one, vendor",What does the image contain?,"fruit, fruits",Where is the image located?,"kitchen, market",Where does the image appear?,"fruit stand, in fruit shop, in kitchen, kitchen, market"
TEST_390,What can you see in the image?,"dog, horse, snow",What is the image that contains?,"dog, horse, snow",Who is the person in the image?,"man, nobody, skier",What does the image contain?,"animals, dog, horse",Where is the image located?,field,Where does the image appear?,field
TEST_391,What can you see in the image?,"seagull, turtle",What is the image that contains?,turtle,Who is the person in the image?,diver,What does the image contain?,turtle,Where is the image located?,underwater,Where does the image appear?,underwater
TEST_392,What can you see in the image?,"cars, man",What is the image that contains?,"parking, parking meter",Who is the person in the image?,"cop, man, woman",What does the image contain?,"man, parking, parking meter",Where is the image located?,parking lot,Where does the image appear?,parking lot
TEST_393,What can you see in the image?,mug,What is the image that contains?,mug,Who is the person in the image?,"no one, nobody",What does the image contain?,mug,Where is the image located?,table,Where does the image appear?,"dining room, kitchen, table"
TEST_394,What can you see in the image?,"pizza, reflection",What is the image that contains?,"oven, pizza",Who is the person in the image?,"chef, no one",What does the image contain?,"fire, oven, pizza",Where is the image located?,"kitchen, oven",Where does the image appear?,"in oven, oven"
TEST_395,What can you see in the image?,"laptop, people, students, woman",What is the image that contains?,"blur, laptop, people",Who is the person in the image?,"man, student, woman",What does the image contain?,"blur, food, people, writing",Where is the image located?,"classroom, library, restaurant",Where does the image appear?,"classroom, library, restaurant"
TEST_396,What can you see in the image?,"camel, pyramid",What is the image that contains?,pyramid,Who is the person in the image?,"biker, group, tourists",What does the image contain?,"camel, pyramid, pyramids",Where is the image located?,desert,Where does the image appear?,desert
TEST_397,What can you see in the image?,"apples, fruit, fruits",What is the image that contains?,"apples, fruit, fruits, pile",Who is the person in the image?,"no one, vendor",What does the image contain?,"fruit, fruits",Where is the image located?,"kitchen, market",Where does the image appear?,"fruit stand, in fruit shop, in kitchen, kitchen, market"
TEST_398,What can you see in the image?,"laptop, people, students, woman",What is the image that contains?,"blur, laptop, people",Who is the person in the image?,"man, student, woman",What does the image contain?,"blur, food, people, writing",Where is the image located?,"classroom, library, restaurant",Where does the image appear?,"classroom, library, restaurant"
TEST_399,What can you see in the image?,"rows of bottles, shelves",What is the image that contains?,"books, shelves, wine",Who is the person in the image?,"bartender, man, no one",What does the image contain?,"shelves, wine",Where is the image located?,"library, store",Where does the image appear?,"cellar, in bar, in library, library"
TEST_400,What can you see in the image?,"baby, baby ' s face, boy ', child ' s face, hand",What is the image that contains?,"boy, eyes, face",Who is the person in the image?,"boy, child",What does the image contain?,"boy, child ', food, toddler",Where is the image located?,"in front of wall, wall",Where does the image appear?,"in room, kitchen, room"
TEST_401,What can you see in the image?,"canoe, kayak, man, man paddling, trees",What is the image that contains?,kayak,Who is the person in the image?,"kayaker, man",What does the image contain?,"kayak, paddle",Where is the image located?,"lake, water",Where does the image appear?,lake
TEST_402,What can you see in the image?,"mountain, mountains",What is the image that contains?,"group of people, mountain, mountains, ship",Who is the person in the image?,"captain, group, group of people, passengers, skier",What does the image contain?,"mountains, ship",Where is the image located?,"airport, dock, mountains, near water, on dock",Where does the image appear?,"airport, mountains, near dock, ocean"
TEST_403,What can you see in the image?,"basketball, frisbee, man, man with racket",What is the image that contains?,"basketball, tennis",Who is the person in the image?,"man, men",What does the image contain?,"basketball, tennis",Where is the image located?,"basketball court, court",Where does the image appear?,"basketball court, court"
TEST_404,What can you see in the image?,"dog, horse, snow",What is the image that contains?,"dog, horse, snow",Who is the person in the image?,"man, nobody, skier",What does the image contain?,"animals, dog, horse",Where is the image located?,field,Where does the image appear?,field
TEST_405,What can you see in the image?,"buoys, fishing boats, fishing net, fishing nets, man",What is the image that contains?,"fishing, fishing net, ropes",Who is the person in the image?,"fisherman, man",What does the image contain?,"fishing equipment, fishing nets, lobster",Where is the image located?,"dock, harbor, water",Where does the image appear?,"boat, harbor"
TEST_406,What can you see in the image?,"hills, mountain, path, train",What is the image that contains?,"cliff, landscape, mountain",Who is the person in the image?,"no one, photographer",What does the image contain?,"hills, landscape, mountain",Where is the image located?,"countryside, hillside, mountains, valley",Where does the image appear?,"countryside, mountain, valley"
TEST_407,What can you see in the image?,ice cream,What is the image that contains?,ice cream,Who is the person in the image?,"no one, nobody",What does the image contain?,ice cream,Where is the image located?,"ice cream shop, store, tv",Where does the image appear?,"ice cream shop, in front of window, in store, store"
TEST_408,What can you see in the image?,polar bear,What is the image that contains?,polar bear,Who is the person in the image?,"no one, photographer",What does the image contain?,polar bear,Where is the image located?,"antarctica, glacier",Where does the image appear?,"antarctica, glacier, ice"
TEST_409,What can you see in the image?,people,What is the image that contains?,"people, picture",Who is the person in the image?,"clown, man, performers",What does the image contain?,"ceremony, costumes, people, performers",Where is the image located?,"china, courtyard, in courtyard, on ground, outside",Where does the image appear?,"in courtyard, on street"
TEST_410,What can you see in the image?,"fencing, group, people",What is the image that contains?,"darth vader, fencing, flag, line, players",Who is the person in the image?,"jockey, players, skier",What does the image contain?,"fencing, people, players",Where is the image located?,"arena, background, behind fence, wall",Where does the image appear?,"arena, on stage, stage"
TEST_411,What can you see in the image?,city,What is the image that contains?,city,Who is the person in the image?,"man, no one, nobody",What does the image contain?,city,Where is the image located?,city,Where does the image appear?,city
TEST_412,What can you see in the image?,"group of people, hills, people",What is the image that contains?,"group, hat, landscape",Who is the person in the image?,"group, man, woman",What does the image contain?,"group, landscape, people",Where is the image located?,"balcony, countryside, mountains",Where does the image appear?,"balcony, countryside, hillside, on hillside, wine tasting"
TEST_413,What can you see in the image?,"skier, snow",What is the image that contains?,"skier, snow",Who is the person in the image?,"skier, snowboarder",What does the image contain?,"skier, snow",Where is the image located?,mountain,Where does the image appear?,mountain
TEST_414,What can you see in the image?,"group of people, people",What is the image that contains?,"group, people, smiles",Who is the person in the image?,"girl, girls, group",What does the image contain?,"group, people",Where is the image located?,"in front of building, park, school",Where does the image appear?,"in crowd, in front of building, in park, school"
TEST_415,What can you see in the image?,people,What is the image that contains?,"band, blur, people",Who is the person in the image?,"group, man, woman",What does the image contain?,people,Where is the image located?,"city, street",Where does the image appear?,city
TEST_416,What can you see in the image?,"people, projection, projection screen, projector, screen",What is the image that contains?,"audience, blur, projection, projector",Who is the person in the image?,"man, woman",What does the image contain?,"audience, movie, projector",Where is the image located?,"movie, movie theater, wall",Where does the image appear?,"auditorium, classroom, in movie"
TEST_417,What can you see in the image?,horse,What is the image that contains?,horse,Who is the person in the image?,jockey,What does the image contain?,horse,Where is the image located?,racetrack,Where does the image appear?,racetrack
TEST_418,What can you see in the image?,mug,What is the image that contains?,mug,Who is the person in the image?,"no one, nobody",What does the image contain?,mug,Where is the image located?,table,Where does the image appear?,"dining room, kitchen, table"
TEST_419,What can you see in the image?,"children, group, pumpkin",What is the image that contains?,"group, jack o lantern, pumpkin",Who is the person in the image?,children,What does the image contain?,"group, people, pumpkin",Where is the image located?,"parade, park, street",Where does the image appear?,"halloween, in park, street"
TEST_420,What can you see in the image?,"dolphins, group of dolphins",What is the image that contains?,"coral, dolphins, group of dolphins",Who is the person in the image?,diver,What does the image contain?,"dolphins, group of dolphins",Where is the image located?,underwater,Where does the image appear?,underwater
TEST_421,What can you see in the image?,people,What is the image that contains?,"coffee, group, people",Who is the person in the image?,man,What does the image contain?,"group of people, people",Where is the image located?,"dining room, living room, restaurant, room",Where does the image appear?,"coffee shop, dining room, in house, living room"
TEST_422,What can you see in the image?,"jewelry, men and mannequin, vase",What is the image that contains?,jewelry,Who is the person in the image?,"man, man and woman, shoppers, woman",What does the image contain?,jewelry,Where is the image located?,"in gallery, in shop, museum, store",Where does the image appear?,"in jewelry shop, jewelry shop, museum, store"
TEST_423,What can you see in the image?,girl,What is the image that contains?,"balloon, balloons, bubble, flowers",Who is the person in the image?,girl,What does the image contain?,"balloons, bubble, flowers",Where is the image located?,"garden, park",Where does the image appear?,"garden, park"
TEST_424,What can you see in the image?,helicopter,What is the image that contains?,helicopter,Who is the person in the image?,pilot,What does the image contain?,helicopter,Where is the image located?,"field, sky",Where does the image appear?,"field, in sky, sky"
TEST_425,What can you see in the image?,"building, buildings, people, school, students",What is the image that contains?,"field, group, group of people, people, school",Who is the person in the image?,students,What does the image contain?,"people, school, students",Where is the image located?,park,Where does the image appear?,"field, in park, park"
TEST_426,What can you see in the image?,polar bear,What is the image that contains?,polar bear,Who is the person in the image?,"no one, photographer",What does the image contain?,polar bear,Where is the image located?,"antarctica, glacier",Where does the image appear?,"antarctica, glacier, ice"
TEST_427,What can you see in the image?,city,What is the image that contains?,city,Who is the person in the image?,"man, nobody",What does the image contain?,city,Where is the image located?,"city, park",Where does the image appear?,"city, in park, park"
TEST_428,What can you see in the image?,city,What is the image that contains?,city,Who is the person in the image?,man,What does the image contain?,city,Where is the image located?,city,Where does the image appear?,city
TEST_429,What can you see in the image?,"buildings, canal, street",What is the image that contains?,"river, street, town, water",Who is the person in the image?,"no one, nobody, pedestrians",What does the image contain?,"buildings, canal, street, water",Where is the image located?,"canal, town",Where does the image appear?,"canal, town"
TEST_430,What can you see in the image?,"buildings, canal, street",What is the image that contains?,"river, street, town, water",Who is the person in the image?,"no one, nobody, pedestrians",What does the image contain?,"buildings, canal, street, water",Where is the image located?,"canal, town",Where does the image appear?,"canal, town"
TEST_431,What can you see in the image?,"flowers, house",What is the image that contains?,flowers,Who is the person in the image?,"man, nobody",What does the image contain?,flowers,Where is the image located?,"garden, outside",Where does the image appear?,"flower garden, garden"
TEST_432,What can you see in the image?,man,What is the image that contains?,"cockpit, engine, jet, pilot, space shuttle",Who is the person in the image?,pilot,What does the image contain?,"jet, man, pilot",Where is the image located?,"cockpit, hangar, in hangar, in hanger, space, wall",Where does the image appear?,"in cockpit, in hangar, jet, space"
TEST_433,What can you see in the image?,"basketball, basketball hoop",What is the image that contains?,"basketball, dunk",Who is the person in the image?,basketball player,What does the image contain?,basketball,Where is the image located?,"basketball court, court",Where does the image appear?,"basketball court, court"
TEST_434,What can you see in the image?,"construction workers, group of people, man, people, woman",What is the image that contains?,"construction, hard hat, vest",Who is the person in the image?,worker,What does the image contain?,construction,Where is the image located?,construction site,Where does the image appear?,construction site
TEST_435,What can you see in the image?,"men, water",What is the image that contains?,"rowing, water",Who is the person in the image?,"men, rower",What does the image contain?,"rowing, water, water polo",Where is the image located?,water,Where does the image appear?,"lake, ocean, water"
TEST_436,What can you see in the image?,"group of people, people",What is the image that contains?,"group, people, smiles",Who is the person in the image?,"girl, girls, group",What does the image contain?,"group, people",Where is the image located?,"in front of building, park, school",Where does the image appear?,"in crowd, in front of building, in park, school"
TEST_437,What can you see in the image?,"cell, cell phone, wallet",What is the image that contains?,"calculator, cell phone, wallet",Who is the person in the image?,no one,What does the image contain?,"cell, wallet",Where is the image located?,table,Where does the image appear?,"on table, table"
TEST_438,What can you see in the image?,"ice, ice hockey, ice hockey players, players",What is the image that contains?,ice hockey,Who is the person in the image?,"hockey, hockey players",What does the image contain?,"hockey, ice hockey",Where is the image located?,"arena, hockey rink, hockey stadium, ice, stadium",Where does the image appear?,"hockey rink, hockey stadium, stadium"
TEST_439,What can you see in the image?,surfer,What is the image that contains?,water,Who is the person in the image?,surfer,What does the image contain?,"surfer, water",Where is the image located?,ocean,Where does the image appear?,ocean
TEST_440,What can you see in the image?,"flowers, house",What is the image that contains?,flowers,Who is the person in the image?,"man, nobody",What does the image contain?,flowers,Where is the image located?,"garden, outside",Where does the image appear?,"flower garden, garden"
TEST_441,What can you see in the image?,"family, frisbee, mother and child, people",What is the image that contains?,"family, frisbee, sand",Who is the person in the image?,"family, woman",What does the image contain?,"family, frisbee, people, sun",Where is the image located?,beach,Where does the image appear?,beach
TEST_442,What can you see in the image?,city,What is the image that contains?,city,Who is the person in the image?,man,What does the image contain?,city,Where is the image located?,city,Where does the image appear?,city
TEST_443,What can you see in the image?,man,What is the image that contains?,"action, man, picture",Who is the person in the image?,man,What does the image contain?,"kendo, man, picture, uniform",Where is the image located?,wall,Where does the image appear?,"gym, gymnasium, in front of wall, in gymnasium, wall"
TEST_444,What can you see in the image?,"construction workers, group of people, man, people, woman",What is the image that contains?,"construction, hard hat, vest",Who is the person in the image?,worker,What does the image contain?,construction,Where is the image located?,construction site,Where does the image appear?,construction site
TEST_445,What can you see in the image?,"hand, woman, woman ' s hair",What is the image that contains?,"cleaning, woman, woman ' s face",Who is the person in the image?,"man, woman",What does the image contain?,"cleaning, scrubber, woman",Where is the image located?,"in kitchen, kitchen",Where does the image appear?,"in kitchen, kitchen"
TEST_446,What can you see in the image?,city,What is the image that contains?,city,Who is the person in the image?,"man, no one, nobody",What does the image contain?,city,Where is the image located?,city,Where does the image appear?,city
TEST_447,What can you see in the image?,"buildings, canal, street",What is the image that contains?,"river, street, town, water",Who is the person in the image?,"no one, nobody, pedestrians",What does the image contain?,"buildings, canal, street, water",Where is the image located?,"canal, town",Where does the image appear?,"canal, town"
TEST_448,What can you see in the image?,waterfall,What is the image that contains?,waterfall,Who is the person in the image?,"nobody, photographer",What does the image contain?,waterfall,Where is the image located?,"jungle, pond",Where does the image appear?,"jungle, pond"
TEST_449,What can you see in the image?,"art, people, statues",What is the image that contains?,"art, bust, group, group of people, statue",Who is the person in the image?,"group, group of people, man, students",What does the image contain?,"art, statues",Where is the image located?,museum,Where does the image appear?,museum
TEST_450,What can you see in the image?,"crowd, hot air balloons, people",What is the image that contains?,"balloons, crowd",Who is the person in the image?,"group, spectators, tourists",What does the image contain?,"balloons, crowd, hot air, people",Where is the image located?,"city, crowd, mountains",Where does the image appear?,"crowd, mountains, on cliff"
TEST_451,What can you see in the image?,"frisbee, people, people playing frisbee, people playing in sand",What is the image that contains?,"beach, frisbee, sand",Who is the person in the image?,family,What does the image contain?,"beach, frisbee, people",Where is the image located?,beach,Where does the image appear?,beach
TEST_452,What can you see in the image?,"bar, bartender, man",What is the image that contains?,"bar, bar scene",Who is the person in the image?,bartender,What does the image contain?,"bar, bar scene, bartender",Where is the image located?,bar,Where does the image appear?,bar
TEST_453,What can you see in the image?,helicopter,What is the image that contains?,helicopter,Who is the person in the image?,pilot,What does the image contain?,helicopter,Where is the image located?,"mountains, sky",Where does the image appear?,"mountains, sky, valley"
TEST_454,What can you see in the image?,"girl, water",What is the image that contains?,"playground, pool, splash, water",Who is the person in the image?,girl,What does the image contain?,"playground, slide, water",Where is the image located?,"playground, pool, water",Where does the image appear?,"playground, pool, water"
TEST_455,What can you see in the image?,"laptop, people, students, woman",What is the image that contains?,"blur, laptop, people",Who is the person in the image?,"man, student, woman",What does the image contain?,"blur, food, people, writing",Where is the image located?,"classroom, library, restaurant",Where does the image appear?,"classroom, library, restaurant"
TEST_456,What can you see in the image?,"baby, blurry side, window",What is the image that contains?,"blur, blurry, eyes",Who is the person in the image?,"baby, child",What does the image contain?,"baby, blur, blurry, child",Where is the image located?,"car, in car, outside, window",Where does the image appear?,"car, in car, outside, train, window"
TEST_457,What can you see in the image?,crowd,What is the image that contains?,crowd,Who is the person in the image?,"crowd, group of people, photographer, soldiers",What does the image contain?,"crowd, soldiers",Where is the image located?,"buckingham palace, in courtyard, parade, square, stadium",Where does the image appear?,"buckingham palace, in courtyard, parade, stadium"
TEST_458,What can you see in the image?,"cars, group of people, people",What is the image that contains?,"car, cars, group, group of people, reflection",Who is the person in the image?,"group of people, man, men, men and women, woman",What does the image contain?,"group of people, people, reflection",Where is the image located?,"car, car show, mirror, parking lot, showroom",Where does the image appear?,"car show, in car show, parking lot, showroom"
TEST_459,What can you see in the image?,"boy, man, people, woman",What is the image that contains?,"ball, rock, water slide",Who is the person in the image?,"boy, woman",What does the image contain?,"climbing, climbing rocks, rock, skateboard",Where is the image located?,"indoor climbing, indoors, wall",Where does the image appear?,"in climbing wall, in room, indoor climbing, indoor climbing facility, indoor climbing wall, indoor playground"
TEST_460,What can you see in the image?,"palm, palm trees",What is the image that contains?,"beach, palm",Who is the person in the image?,"family, surfer, tourist",What does the image contain?,"beach, palm, palm trees",Where is the image located?,beach,Where does the image appear?,beach
TEST_461,What can you see in the image?,"cell, cell phone, wallet",What is the image that contains?,"calculator, cell phone, wallet",Who is the person in the image?,no one,What does the image contain?,"cell, wallet",Where is the image located?,table,Where does the image appear?,"on table, table"
TEST_462,What can you see in the image?,zebra,What is the image that contains?,zebra,Who is the person in the image?,no one,What does the image contain?,zebra,Where is the image located?,africa,Where does the image appear?,"africa, field"
TEST_463,What can you see in the image?,man,What is the image that contains?,"rain, umbrella",Who is the person in the image?,man,What does the image contain?,"man, umbrella",Where is the image located?,city,Where does the image appear?,city
TEST_464,What can you see in the image?,"people, people in bike",What is the image that contains?,"exercise, group, people",Who is the person in the image?,"cyclist, group, man, woman",What does the image contain?,"group of people, people",Where is the image located?,"gym, in gym",Where does the image appear?,"gym, in gym"
TEST_465,What can you see in the image?,sheep,What is the image that contains?,sheep,Who is the person in the image?,no one,What does the image contain?,sheep,Where is the image located?,field,Where does the image appear?,field
TEST_466,What can you see in the image?,"rows of seats, screen, seats",What is the image that contains?,"rows of seats, screen",Who is the person in the image?,"conductor, no one, nobody, speaker",What does the image contain?,"screen, seats",Where is the image located?,"auditorium, in movie, wall",Where does the image appear?,"auditorium, in movie, in waiting room"
TEST_467,What can you see in the image?,parasail,What is the image that contains?,"parachute, parasail",Who is the person in the image?,"man, windsurfer",What does the image contain?,"parachute, parasail",Where is the image located?,"beach, sky",Where does the image appear?,"beach, sky"
TEST_468,What can you see in the image?,"rows of bottles, shelves",What is the image that contains?,"books, shelves, wine",Who is the person in the image?,"bartender, man, no one",What does the image contain?,"shelves, wine",Where is the image located?,"library, store",Where does the image appear?,"cellar, in bar, in library, library"
TEST_469,What can you see in the image?,"men, water",What is the image that contains?,"rowing, water",Who is the person in the image?,"men, rower",What does the image contain?,"rowing, water, water polo",Where is the image located?,water,Where does the image appear?,"lake, ocean, water"
TEST_470,What can you see in the image?,"man, people, woman",What is the image that contains?,"blur, hair, head, portrait, profile",Who is the person in the image?,"man, woman",What does the image contain?,"man, people, person, woman",Where is the image located?,living room,Where does the image appear?,"in living room, living room"
TEST_471,What can you see in the image?,trees,What is the image that contains?,"galaxy, trees",Who is the person in the image?,"no one, nobody, photographer",What does the image contain?,"sky, stars, trees",Where is the image located?,"field, forest",Where does the image appear?,"forest, in forest, under clouds"
TEST_472,What can you see in the image?,"bowls, food",What is the image that contains?,"bowls, food",Who is the person in the image?,no one,What does the image contain?,food,Where is the image located?,table,Where does the image appear?,table
TEST_473,What can you see in the image?,"group, group of people, people",What is the image that contains?,"group, people",Who is the person in the image?,"group, man, teacher",What does the image contain?,"group, people",Where is the image located?,"mountain, mountains, top of mountain",Where does the image appear?,"mountain, mountains, on mountain"
TEST_474,What can you see in the image?,tractor,What is the image that contains?,tractor,Who is the person in the image?,farmer,What does the image contain?,tractor,Where is the image located?,"countryside, field",Where does the image appear?,"country, countryside, field"
TEST_475,What can you see in the image?,children,What is the image that contains?,"aquarium, coral, fish",Who is the person in the image?,"boy, children",What does the image contain?,"coral, fish",Where is the image located?,aquarium,Where does the image appear?,aquarium
TEST_476,What can you see in the image?,"man, produce",What is the image that contains?,"basket, baskets, crowd, food, man, man and woman",Who is the person in the image?,"man, woman",What does the image contain?,"flowers, food, man, people, produce, vegetables",Where is the image located?,market,Where does the image appear?,market
TEST_477,What can you see in the image?,"crafts, post its, scissors",What is the image that contains?,"post it notes, scissor, scissors",Who is the person in the image?,no one,What does the image contain?,"post it notes, post its, scissor, scissors",Where is the image located?,table,Where does the image appear?,"on table, table"
TEST_478,What can you see in the image?,"man, reflection",What is the image that contains?,reflection,Who is the person in the image?,"engineer, man, pilot",What does the image contain?,"airplane, factory, man, plane, reflection",Where is the image located?,"ceiling, hangar, in hangar, warehouse",Where does the image appear?,"airplane, ceiling, hangar, in garage, warehouse"
TEST_479,What can you see in the image?,"frisbee, people, people playing frisbee, people playing in sand",What is the image that contains?,"beach, frisbee, sand",Who is the person in the image?,family,What does the image contain?,"beach, frisbee, people",Where is the image located?,beach,Where does the image appear?,beach
TEST_480,What can you see in the image?,"cheese, glasses, wine",What is the image that contains?,"cheese, wine",Who is the person in the image?,"man, no one",What does the image contain?,"cheese, wine",Where is the image located?,"restaurant, table",Where does the image appear?,"dining room, restaurant"
TEST_481,What can you see in the image?,"boats, people, river, trees",What is the image that contains?,"cherry blossoms, flowers, people, river",Who is the person in the image?,"family, group of people, no one, pedestrians",What does the image contain?,"cherry blossoms, flowers, people",Where is the image located?,"park, river",Where does the image appear?,"in park, lake, park, river"
TEST_482,What can you see in the image?,"man, mountains",What is the image that contains?,"backpack, landscape, mountains",Who is the person in the image?,man,What does the image contain?,"backpack, landscape, mountains",Where is the image located?,mountains,Where does the image appear?,"mountains, valley"
TEST_483,What can you see in the image?,laptop,What is the image that contains?,laptop,Who is the person in the image?,no one,What does the image contain?,laptop,Where is the image located?,"desk, office, table, window",Where does the image appear?,"desk, in office, office, window"
TEST_484,What can you see in the image?,"man, pool, truck, water",What is the image that contains?,"pool, sun",Who is the person in the image?,"man, photographer, surfer",What does the image contain?,"man, pool, sun",Where is the image located?,"beach, near pool, pool, sky",Where does the image appear?,"beach, ocean, pool"
TEST_485,What can you see in the image?,"baby, blurry side, window",What is the image that contains?,"blur, blurry, eyes",Who is the person in the image?,"baby, child",What does the image contain?,"baby, blur, blurry, child",Where is the image located?,"car, in car, outside, window",Where does the image appear?,"car, in car, outside, train, window"
TEST_486,What can you see in the image?,"girl, slide, swing",What is the image that contains?,playground,Who is the person in the image?,"boy, girl, toddler",What does the image contain?,"playground, slide",Where is the image located?,"park, playground",Where does the image appear?,playground
TEST_487,What can you see in the image?,"snow, trees, truck, trucks",What is the image that contains?,snow,Who is the person in the image?,"man, no one, nobody, skier",What does the image contain?,snow,Where is the image located?,"road, woods",Where does the image appear?,"road, woods"
TEST_488,What can you see in the image?,"bathtub, sinks, toilet",What is the image that contains?,"bathroom, bathtub, bowls, toilet",Who is the person in the image?,"no one, nobody, photographer",What does the image contain?,"bathroom, bathtub, bowls, toilet",Where is the image located?,bathroom,Where does the image appear?,bathroom
TEST_489,What can you see in the image?,children,What is the image that contains?,"aquarium, coral, fish",Who is the person in the image?,"boy, children",What does the image contain?,"coral, fish",Where is the image located?,aquarium,Where does the image appear?,aquarium
TEST_490,What can you see in the image?,children,What is the image that contains?,"aquarium, coral, fish",Who is the person in the image?,"boy, children",What does the image contain?,"coral, fish",Where is the image located?,aquarium,Where does the image appear?,aquarium
TEST_491,What can you see in the image?,family,What is the image that contains?,family,Who is the person in the image?,family,What does the image contain?,family,Where is the image located?,"living room, wall",Where does the image appear?,"in living room, living room"
TEST_492,What can you see in the image?,"buildings, cars, snow",What is the image that contains?,"fog, snow",Who is the person in the image?,"man, pedestrians",What does the image contain?,"fog, snow",Where is the image located?,city,Where does the image appear?,city
TEST_493,What can you see in the image?,"dishes, window",What is the image that contains?,"dishes, lots of dishes, window",Who is the person in the image?,no one,What does the image contain?,"dishes, window",Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_494,What can you see in the image?,"candle, candles, clock",What is the image that contains?,clock,Who is the person in the image?,"no one, nobody",What does the image contain?,"candles, clock",Where is the image located?,"living room, table, wall",Where does the image appear?,"dining room, living room, table"
TEST_495,What can you see in the image?,"people, people in bike",What is the image that contains?,"exercise, group, people",Who is the person in the image?,"cyclist, group, man, woman",What does the image contain?,"group of people, people",Where is the image located?,"gym, in gym",Where does the image appear?,"gym, in gym"
TEST_496,What can you see in the image?,crowd,What is the image that contains?,crowd,Who is the person in the image?,"crowd, group of people, photographer, soldiers",What does the image contain?,"crowd, soldiers",Where is the image located?,"buckingham palace, in courtyard, parade, square, stadium",Where does the image appear?,"buckingham palace, in courtyard, parade, stadium"
TEST_497,What can you see in the image?,"cars, group of people, people",What is the image that contains?,"car, cars, group, group of people, reflection",Who is the person in the image?,"group of people, man, men, men and women, woman",What does the image contain?,"group of people, people, reflection",Where is the image located?,"car, car show, mirror, parking lot, showroom",Where does the image appear?,"car show, in car show, parking lot, showroom"
TEST_498,What can you see in the image?,"frisbee, people, people playing frisbee, people playing in sand",What is the image that contains?,"beach, frisbee, sand",Who is the person in the image?,family,What does the image contain?,"beach, frisbee, people",Where is the image located?,beach,Where does the image appear?,beach
TEST_499,What can you see in the image?,"boy, shadow, skate, skateboard",What is the image that contains?,"frisbee, jumping, shadow, skate, skateboard",Who is the person in the image?,"boy, child",What does the image contain?,"jumping, shadow, skate, skateboard",Where is the image located?,"backyard, ground, park, pool, skate park",Where does the image appear?,"backyard, in pool, park, skate park"
TEST_500,What can you see in the image?,girl,What is the image that contains?,"balloon, balloons, bubble, flowers",Who is the person in the image?,girl,What does the image contain?,"balloons, bubble, flowers",Where is the image located?,"garden, park",Where does the image appear?,"garden, park"
TEST_501,What can you see in the image?,"children, frisbee, kids, people, playground",What is the image that contains?,"children, frisbee, people, playground",Who is the person in the image?,children,What does the image contain?,"children, frisbee, people, playground",Where is the image located?,"field, park",Where does the image appear?,"field, park"
TEST_502,What can you see in the image?,"palm, palm trees",What is the image that contains?,"beach, palm",Who is the person in the image?,"family, surfer, tourist",What does the image contain?,"beach, palm, palm trees",Where is the image located?,beach,Where does the image appear?,beach
TEST_503,What can you see in the image?,woman,What is the image that contains?,"subway, woman",Who is the person in the image?,woman,What does the image contain?,"train, woman",Where is the image located?,"subway, train",Where does the image appear?,"subway, train"
TEST_504,What can you see in the image?,"food, spoon",What is the image that contains?,"bowl, soup",Who is the person in the image?,no one,What does the image contain?,"food, soup",Where is the image located?,"bowl, on table, table",Where does the image appear?,"bowl, in bowl, table"
TEST_505,What can you see in the image?,"mountain, mountains, plane, sunset, surf",What is the image that contains?,"sun, sunset",Who is the person in the image?,"photographer, surfer",What does the image contain?,sunset,Where is the image located?,"beach, mountain, mountains",Where does the image appear?,"beach, mountains"
